table,column,postgres_type,nullable,key_reference,rules_default,source_json_path,go_field_value,conversion_derivation,trace_class,go_models,writer_projector,source
fi.ntfs_object,ntfs_volume_id,bigint,No,"UQ(ntfs_volume_id, file_reference_number, sequence_number), FK → fi.ntfs_volume.ntfs_volume_id",`NOT NULL`,—,volumeID,resolved by `ensureNTFSVolume()` or preceding USN boundary,Derived,`records.NTFSObjectIdentity`,`ensureNTFSObject()` — `go/internal/recordingest/projector_ntfs.go`,NTFS object identity appearing as observed/root/parent/file-change identity
fi.ntfs_object,identity_method_version,text,No,—,`NOT NULL`,payload.…object_identity.method_version,records.NTFSObjectIdentity.MethodVersion,Direct,Direct JSON,`records.NTFSObjectIdentity`,`ensureNTFSObject()` — `go/internal/recordingest/projector_ntfs.go`,NTFS object identity appearing as observed/root/parent/file-change identity
fi.ntfs_object,file_reference_number,"numeric(20,0)",No,"UQ(ntfs_volume_id, file_reference_number, sequence_number)",`NOT NULL CHECK (file_reference_number >= 0)`,payload.…object_identity.file_reference_number,records.NTFSObjectIdentity.FileReferenceNumber,"canonical decimal text → `numeric(20,0)`",Direct JSON,`records.NTFSObjectIdentity`,`ensureNTFSObject()` — `go/internal/recordingest/projector_ntfs.go`,NTFS object identity appearing as observed/root/parent/file-change identity
fi.ntfs_object,sequence_number,"numeric(20,0)",No,"UQ(ntfs_volume_id, file_reference_number, sequence_number)",`NOT NULL CHECK (sequence_number >= 0)`,payload.…object_identity.sequence_number,records.NTFSObjectIdentity.SequenceNumber,"canonical decimal text → `numeric(20,0)`",Direct JSON,`records.NTFSObjectIdentity`,`ensureNTFSObject()` — `go/internal/recordingest/projector_ntfs.go`,NTFS object identity appearing as observed/root/parent/file-change identity
fi.governed_root,governed_root_id,bigint,No,PK,`GENERATED ALWAYS AS IDENTITY`,—,—,`GENERATED ALWAYS AS IDENTITY`; helper returns/reuses ID,PostgreSQL-generated,`records.GovernedRootIdentity`,`ensureGovernedRoot()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation.governed_root` (also nested USN NTFS re-observation)
fi.governed_root,source_id,text,No,"UQ(source_id, scope_id, ntfs_volume_id, ntfs_object_id, requested_path_utf16le, resolved_path_utf16le)",`NOT NULL`,—,sourceID,Derived by Go / relational lookup,Derived,`records.GovernedRootIdentity`,`ensureGovernedRoot()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation.governed_root` (also nested USN NTFS re-observation)
fi.governed_root,scope_id,text,No,"UQ(source_id, scope_id, ntfs_volume_id, ntfs_object_id, requested_path_utf16le, resolved_path_utf16le)",`NOT NULL`,payload.ntfs_observation.governed_root.scope_id,records.GovernedRootIdentity.ScopeID,Direct,Direct JSON,`records.GovernedRootIdentity`,`ensureGovernedRoot()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation.governed_root` (also nested USN NTFS re-observation)
fi.governed_root,containment_method_version,text,No,—,`NOT NULL`,payload.ntfs_observation.governed_root.method_version,records.GovernedRootIdentity.MethodVersion,Direct,Direct JSON,`records.GovernedRootIdentity`,`ensureGovernedRoot()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation.governed_root` (also nested USN NTFS re-observation)
fi.governed_root,ntfs_volume_id,bigint,No,"UQ(source_id, scope_id, ntfs_volume_id, ntfs_object_id, requested_path_utf16le, resolved_path_utf16le), FK → fi.ntfs_volume.ntfs_volume_id",`NOT NULL`,—,volumeID,resolved from `GovernedRootIdentity.VolumeIdentity` by `ensureNTFSVolume()`,Derived,`records.GovernedRootIdentity`,`ensureGovernedRoot()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation.governed_root` (also nested USN NTFS re-observation)
fi.governed_root,ntfs_object_id,bigint,No,"UQ(source_id, scope_id, ntfs_volume_id, ntfs_object_id, requested_path_utf16le, resolved_path_utf16le), FK → fi.ntfs_object.ntfs_object_id",`NOT NULL`,—,objectID,resolved from `GovernedRootIdentity.ObjectIdentity` by `ensureNTFSObject()`,Derived,`records.GovernedRootIdentity`,`ensureGovernedRoot()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation.governed_root` (also nested USN NTFS re-observation)
fi.governed_root,requested_path_utf16le,bytea,No,"UQ(source_id, scope_id, ntfs_volume_id, ntfs_object_id, requested_path_utf16le, resolved_path_utf16le)",`NOT NULL`,payload.ntfs_observation.governed_root.requested_path_utf16le_base64url,records.GovernedRootIdentity.RequestedPathUTF16LEBase64URL,base64url → raw UTF-16LE `bytea`,Direct JSON,`records.GovernedRootIdentity`,`ensureGovernedRoot()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation.governed_root` (also nested USN NTFS re-observation)
fi.governed_root,resolved_path_utf16le,bytea,No,"UQ(source_id, scope_id, ntfs_volume_id, ntfs_object_id, requested_path_utf16le, resolved_path_utf16le)",`NOT NULL`,payload.ntfs_observation.governed_root.resolved_path_utf16le_base64url,records.GovernedRootIdentity.ResolvedPathUTF16LEBase64URL,base64url → raw UTF-16LE `bytea`,Direct JSON,`records.GovernedRootIdentity`,`ensureGovernedRoot()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation.governed_root` (also nested USN NTFS re-observation)
fi.file_observation,source_record_id,bigint,No,"PK, FK → fi.source_record.source_record_id",`—`,—,sourceRecordID,PK/FK returned from `fi.source_record`; same ID is reused for projection root,Derived,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_observation,governed_root_id,bigint,No,FK → fi.governed_root.governed_root_id,`NOT NULL`,payload.ntfs_observation.governed_root,governedRootID,`records.GovernedRootIdentity` resolved by `ensureGovernedRoot()`,Derived,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_observation,ntfs_object_id,bigint,No,FK → fi.ntfs_object.ntfs_object_id,`NOT NULL`,payload.ntfs_observation.object_identity,objectID,`records.NTFSObjectIdentity` resolved by `ensureNTFSObject()`,Derived,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_observation,parent_state,text,No,—,"`NOT NULL CHECK (parent_state IN ('Error','GovernedRoot','Present'))`",payload.ntfs_observation.parent_binding.state,ntfs.Observation.ParentBinding.State,enum → text,Direct JSON,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_observation,parent_ntfs_object_id,bigint,Yes,FK → fi.ntfs_object.ntfs_object_id,`REFERENCES fi.ntfs_object(ntfs_object_id)`,payload.ntfs_observation.parent_binding.object_identity,parentObjectID,optional `records.NTFSObjectIdentity` resolved by `ensureNTFSObject()`; NULL for root/error states,Derived,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_observation,parent_reason_code,text,Yes,—,`—`,payload.ntfs_observation.parent_binding.reason_code,ntfs.Observation.ParentBinding.ReasonCode,empty string → SQL NULL,Direct JSON,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_observation,subject_kind,text,No,—,`NOT NULL`,payload.ntfs_observation.subject_kind,ntfs.Observation.SubjectKind,enum → text,Direct JSON,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_observation,requested_path_utf16le,bytea,No,—,`NOT NULL`,payload.ntfs_observation.path_binding.requested_path_utf16le_base64url,ntfs.Observation.PathBinding.RequestedPathUTF16LEBase64URL,base64url → raw UTF-16LE `bytea`,Direct JSON,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_observation,resolved_path_utf16le,bytea,No,—,`NOT NULL`,payload.ntfs_observation.path_binding.resolved_path_utf16le_base64url,ntfs.Observation.PathBinding.ResolvedPathUTF16LEBase64URL,base64url → raw UTF-16LE `bytea`,Direct JSON,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_observation,observed_at,timestamptz,No,—,`NOT NULL`,payload.ntfs_observation.observed_at,ntfs.Observation.ObservedAt,RFC3339 text → `timestamptz`,Direct JSON,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_observation,containment_method_version,text,No,—,`NOT NULL`,payload.ntfs_observation.containment.method_version,ntfs.Observation.Containment.MethodVersion,Direct,Direct JSON,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_observation,collection_entry_method,text,No,—,`NOT NULL`,payload.ntfs_observation.collection_entry_method,ntfs.Observation.CollectionEntryMethod,enum → text,Direct JSON,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_observation,collection_method,text,No,—,`NOT NULL`,payload.ntfs_observation.collection_method,ntfs.Observation.CollectionMethod,enum → text,Direct JSON,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_observation,observation_status,text,No,—,`NOT NULL`,payload.ntfs_observation.observation_status,ntfs.Observation.ObservationStatus,enum → text,Direct JSON,`ntfs.Observation`,`projectNTFSObservation()` — `go/internal/recordingest/projector_ntfs.go`,`FileObservation.payload.ntfs_observation` or nested `USNObjectObservation.payload.ntfs_observation`
fi.file_metadata_observation,source_record_id,bigint,No,"PK, FK → fi.file_observation.source_record_id",`—`,—,sourceRecordID,Derived by Go / relational lookup,Derived,`records.MetadataObservation`,`projectFileMetadata()` — `projector_ntfs.go`,`payload.ntfs_observation.metadata`
fi.file_metadata_observation,logical_size,"numeric(20,0)",No,—,`NOT NULL CHECK (logical_size >= 0)`,payload.ntfs_observation.metadata.logical_size,records.MetadataObservation.LogicalSize,Direct,Direct JSON,`records.MetadataObservation`,`projectFileMetadata()` — `projector_ntfs.go`,`payload.ntfs_observation.metadata`
fi.file_metadata_observation,allocated_size,"numeric(20,0)",No,—,`NOT NULL CHECK (allocated_size >= 0)`,payload.ntfs_observation.metadata.allocated_size,records.MetadataObservation.AllocatedSize,Direct,Direct JSON,`records.MetadataObservation`,`projectFileMetadata()` — `projector_ntfs.go`,`payload.ntfs_observation.metadata`
fi.file_metadata_observation,creation_time,timestamptz,No,—,`NOT NULL`,payload.ntfs_observation.metadata.creation_time,records.MetadataObservation.CreationTime,RFC3339 → `timestamptz`,Direct JSON,`records.MetadataObservation`,`projectFileMetadata()` — `projector_ntfs.go`,`payload.ntfs_observation.metadata`
fi.file_metadata_observation,last_write_time,timestamptz,No,—,`NOT NULL`,payload.ntfs_observation.metadata.last_write_time,records.MetadataObservation.LastWriteTime,RFC3339 → `timestamptz`,Direct JSON,`records.MetadataObservation`,`projectFileMetadata()` — `projector_ntfs.go`,`payload.ntfs_observation.metadata`
fi.file_metadata_observation,change_time,timestamptz,No,—,`NOT NULL`,payload.ntfs_observation.metadata.change_time,records.MetadataObservation.ChangeTime,RFC3339 → `timestamptz`,Direct JSON,`records.MetadataObservation`,`projectFileMetadata()` — `projector_ntfs.go`,`payload.ntfs_observation.metadata`
fi.file_metadata_observation,last_access_time,timestamptz,No,—,`NOT NULL`,payload.ntfs_observation.metadata.last_access_time,records.MetadataObservation.LastAccessTime,RFC3339 → `timestamptz`,Direct JSON,`records.MetadataObservation`,`projectFileMetadata()` — `projector_ntfs.go`,`payload.ntfs_observation.metadata`
fi.file_metadata_observation,raw_attributes,bigint,No,—,`NOT NULL CHECK (raw_attributes >= 0)`,payload.ntfs_observation.metadata.raw_attributes,records.MetadataObservation.RawAttributes,decimal text → uint32 → `bigint`,Direct JSON,`records.MetadataObservation`,`projectFileMetadata()` — `projector_ntfs.go`,`payload.ntfs_observation.metadata`
fi.file_metadata_observation,link_count,bigint,No,—,`NOT NULL CHECK (link_count >= 0)`,payload.ntfs_observation.metadata.link_count,records.MetadataObservation.LinkCount,decimal text → uint32 → `bigint`,Direct JSON,`records.MetadataObservation`,`projectFileMetadata()` — `projector_ntfs.go`,`payload.ntfs_observation.metadata`
fi.content_hash_observation,source_record_id,bigint,No,"PK, FK → fi.file_observation.source_record_id",`—`,—,sourceRecordID,Derived by Go / relational lookup,Derived,`records.ContentHashObservation`,`projectContentHashes()` — `projector_ntfs.go`,`FileObservation.payload.content_hashes` or `USNObjectObservation.payload.content_hashes`
fi.content_hash_observation,state,text,No,—,"`NOT NULL CHECK (state IN ('Error','NotApplicable','Present'))`",payload.content_hashes.state,records.ContentHashObservation.State,enum → text,Direct JSON,`records.ContentHashObservation`,`projectContentHashes()` — `projector_ntfs.go`,`FileObservation.payload.content_hashes` or `USNObjectObservation.payload.content_hashes`
fi.content_hash_observation,bytes_hashed,"numeric(20,0)",Yes,—,`CHECK (bytes_hashed IS NULL OR bytes_hashed >= 0)`,payload.content_hashes.bytes_hashed,records.ContentHashObservation.BytesHashed,"canonical decimal text → `numeric(20,0)`; NULL unless Present",Direct JSON,`records.ContentHashObservation`,`projectContentHashes()` — `projector_ntfs.go`,`FileObservation.payload.content_hashes` or `USNObjectObservation.payload.content_hashes`
fi.content_hash_observation,md5,bytea,Yes,—,`CHECK (md5 IS NULL OR octet_length(md5) = 16)`,payload.content_hashes.md5,records.ContentHashObservation.MD5,hex → 16-byte `bytea`; NULL unless Present,Direct JSON,`records.ContentHashObservation`,`projectContentHashes()` — `projector_ntfs.go`,`FileObservation.payload.content_hashes` or `USNObjectObservation.payload.content_hashes`
fi.content_hash_observation,sha1,bytea,Yes,—,`CHECK (sha1 IS NULL OR octet_length(sha1) = 20)`,payload.content_hashes.sha1,records.ContentHashObservation.SHA1,hex → 20-byte `bytea`; NULL unless Present,Direct JSON,`records.ContentHashObservation`,`projectContentHashes()` — `projector_ntfs.go`,`FileObservation.payload.content_hashes` or `USNObjectObservation.payload.content_hashes`
fi.content_hash_observation,sha256,bytea,Yes,—,`CHECK (sha256 IS NULL OR octet_length(sha256) = 32)`,payload.content_hashes.sha256,records.ContentHashObservation.SHA256,hex → 32-byte `bytea`; NULL unless Present,Direct JSON,`records.ContentHashObservation`,`projectContentHashes()` — `projector_ntfs.go`,`FileObservation.payload.content_hashes` or `USNObjectObservation.payload.content_hashes`
fi.content_hash_observation,reason_code,text,Yes,—,`—`,payload.content_hashes.reason_code,records.ContentHashObservation.ReasonCode,empty → NULL,Direct JSON,`records.ContentHashObservation`,`projectContentHashes()` — `projector_ntfs.go`,`FileObservation.payload.content_hashes` or `USNObjectObservation.payload.content_hashes`
fi.content_hash_observation,detail,text,Yes,—,`—`,payload.content_hashes.detail,records.ContentHashObservation.Detail,empty → NULL,Direct JSON,`records.ContentHashObservation`,`projectContentHashes()` — `projector_ntfs.go`,`FileObservation.payload.content_hashes` or `USNObjectObservation.payload.content_hashes`
fi.content_prefix_observation,source_record_id,bigint,No,"PK, FK → fi.file_observation.source_record_id",`—`,—,sourceRecordID,Derived by Go / relational lookup,Derived,`records.ContentPrefixObservation`,`projectContentPrefix()` — `projector_ntfs.go`,`payload.ntfs_observation.content_prefix`
fi.content_prefix_observation,state,text,No,—,"`NOT NULL CHECK (state IN ('Error','NotApplicable','Present'))`",payload.ntfs_observation.content_prefix.state,records.ContentPrefixObservation.State,enum → text,Direct JSON,`records.ContentPrefixObservation`,`projectContentPrefix()` — `projector_ntfs.go`,`payload.ntfs_observation.content_prefix`
fi.content_prefix_observation,bytes_observed,smallint,Yes,—,`CHECK (bytes_observed IS NULL OR (bytes_observed >= 0 AND bytes_observed <= 16))`,payload.ntfs_observation.content_prefix.bytes_observed,records.ContentPrefixObservation.BytesObserved,decimal text → uint → `smallint`; validated ≤16,Direct JSON,`records.ContentPrefixObservation`,`projectContentPrefix()` — `projector_ntfs.go`,`payload.ntfs_observation.content_prefix`
fi.content_prefix_observation,prefix_bytes,bytea,Yes,—,`CHECK (prefix_bytes IS NULL OR octet_length(prefix_bytes) <= 16)`,payload.ntfs_observation.content_prefix.prefix_base64url,records.ContentPrefixObservation.PrefixBase64URL,base64url → `bytea`; length must equal bytes_observed,Direct JSON,`records.ContentPrefixObservation`,`projectContentPrefix()` — `projector_ntfs.go`,`payload.ntfs_observation.content_prefix`
fi.content_prefix_observation,reason_code,text,Yes,—,`—`,payload.ntfs_observation.content_prefix.reason_code,records.ContentPrefixObservation.ReasonCode,empty → NULL,Direct JSON,`records.ContentPrefixObservation`,`projectContentPrefix()` — `projector_ntfs.go`,`payload.ntfs_observation.content_prefix`
fi.content_prefix_observation,detail,text,Yes,—,`—`,payload.ntfs_observation.content_prefix.detail,records.ContentPrefixObservation.Detail,empty → NULL,Direct JSON,`records.ContentPrefixObservation`,`projectContentPrefix()` — `projector_ntfs.go`,`payload.ntfs_observation.content_prefix`
fi.reparse_observation,source_record_id,bigint,No,"PK, FK → fi.file_observation.source_record_id",`—`,—,sourceRecordID,Derived by Go / relational lookup,Derived,`records.ReparseObservation`,`projectReparseObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.reparse`
fi.reparse_observation,state,text,No,—,`NOT NULL`,payload.ntfs_observation.reparse.state,records.ReparseObservation.State,Direct,Direct JSON,`records.ReparseObservation`,`projectReparseObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.reparse`
fi.reparse_observation,data_state,text,No,—,`NOT NULL`,payload.ntfs_observation.reparse.data_state,records.ReparseObservation.DataState,Direct,Direct JSON,`records.ReparseObservation`,`projectReparseObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.reparse`
fi.reparse_observation,data_format,text,No,—,`NOT NULL`,payload.ntfs_observation.reparse.data_format,records.ReparseObservation.DataFormat,Direct,Direct JSON,`records.ReparseObservation`,`projectReparseObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.reparse`
fi.reparse_observation,tag,bigint,Yes,—,`—`,payload.ntfs_observation.reparse.tag,records.ReparseObservation.Tag,flexible numeric text → uint32 → `bigint`,Direct JSON,`records.ReparseObservation`,`projectReparseObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.reparse`
fi.reparse_observation,tag_name,text,Yes,—,`—`,payload.ntfs_observation.reparse.tag_name,records.ReparseObservation.TagName,Direct,Direct JSON,`records.ReparseObservation`,`projectReparseObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.reparse`
fi.reparse_observation,raw_buffer,bytea,Yes,—,`—`,payload.ntfs_observation.reparse.raw_buffer_base64url,records.ReparseObservation.RawBufferBase64URL,base64url → `bytea`,Direct JSON,`records.ReparseObservation`,`projectReparseObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.reparse`
fi.reparse_observation,substitute_name_utf16le,bytea,Yes,—,`—`,payload.ntfs_observation.reparse.substitute_name_utf16le_base64url,records.ReparseObservation.SubstituteNameUTF16LEBase64URL,base64url → UTF-16LE `bytea`,Direct JSON,`records.ReparseObservation`,`projectReparseObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.reparse`
fi.reparse_observation,print_name_utf16le,bytea,Yes,—,`—`,payload.ntfs_observation.reparse.print_name_utf16le_base64url,records.ReparseObservation.PrintNameUTF16LEBase64URL,base64url → UTF-16LE `bytea`,Direct JSON,`records.ReparseObservation`,`projectReparseObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.reparse`
fi.reparse_observation,symbolic_link_flags,bigint,Yes,—,`—`,payload.ntfs_observation.reparse.symbolic_link_flags,records.ReparseObservation.SymbolicLinkFlags,numeric text → uint32 → `bigint`,Direct JSON,`records.ReparseObservation`,`projectReparseObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.reparse`
fi.reparse_observation,reason_code,text,Yes,—,`—`,payload.ntfs_observation.reparse.reason_code,records.ReparseObservation.ReasonCode,Direct,Direct JSON,`records.ReparseObservation`,`projectReparseObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.reparse`
fi.stream_inventory,source_record_id,bigint,No,"PK, FK → fi.file_observation.source_record_id",`—`,—,sourceRecordID,Derived by Go / relational lookup,Derived,`records.StreamInventory`,`projectStreamInventory()` — `projector_ntfs.go`,`payload.ntfs_observation.stream_inventory`
fi.stream_inventory,state,text,No,—,`NOT NULL`,payload.ntfs_observation.stream_inventory.state,records.StreamInventory.State,Direct,Direct JSON,`records.StreamInventory`,`projectStreamInventory()` — `projector_ntfs.go`,`payload.ntfs_observation.stream_inventory`
fi.stream_inventory,reason_code,text,Yes,—,`—`,payload.ntfs_observation.stream_inventory.reason_code,records.StreamInventory.ReasonCode,Direct,Direct JSON,`records.StreamInventory`,`projectStreamInventory()` — `projector_ntfs.go`,`payload.ntfs_observation.stream_inventory`
fi.stream_observation,source_record_id,bigint,No,"PK, FK → fi.stream_inventory.source_record_id",`NOT NULL`,—,sourceRecordID,Derived by Go / relational lookup,Derived,"`records.StreamObservation`, `records.StreamIdentity`",`projectStreamInventory()` — `projector_ntfs.go`,`payload.ntfs_observation.stream_inventory.streams[*]`
fi.stream_observation,stream_ordinal,integer,No,PK,`NOT NULL CHECK (stream_ordinal > 0)`,—,i + 1,Derived by Go / relational lookup,Derived,"`records.StreamObservation`, `records.StreamIdentity`",`projectStreamInventory()` — `projector_ntfs.go`,`payload.ntfs_observation.stream_inventory.streams[*]`
fi.stream_observation,kind,text,No,—,`NOT NULL`,payload.ntfs_observation.stream_inventory.streams[*].identity.kind,records.StreamObservation.Identity.Kind,enum → text,Direct JSON,"`records.StreamObservation`, `records.StreamIdentity`",`projectStreamInventory()` — `projector_ntfs.go`,`payload.ntfs_observation.stream_inventory.streams[*]`
fi.stream_observation,name_utf16le,bytea,Yes,—,`—`,payload.ntfs_observation.stream_inventory.streams[*].identity.name_utf16le_base64url,records.StreamObservation.Identity.NameUTF16LEBase64URL,base64url → optional `bytea`,Direct JSON,"`records.StreamObservation`, `records.StreamIdentity`",`projectStreamInventory()` — `projector_ntfs.go`,`payload.ntfs_observation.stream_inventory.streams[*]`
fi.stream_observation,stream_type,text,Yes,—,`—`,payload.ntfs_observation.stream_inventory.streams[*].identity.stream_type,records.StreamObservation.Identity.StreamType,empty → NULL,Direct JSON,"`records.StreamObservation`, `records.StreamIdentity`",`projectStreamInventory()` — `projector_ntfs.go`,`payload.ntfs_observation.stream_inventory.streams[*]`
fi.stream_observation,raw_name_utf16le,bytea,No,—,`NOT NULL`,payload.ntfs_observation.stream_inventory.streams[*].identity.raw_name_utf16le_base64url,records.StreamObservation.Identity.RawNameUTF16LEBase64URL,base64url → required `bytea`,Direct JSON,"`records.StreamObservation`, `records.StreamIdentity`",`projectStreamInventory()` — `projector_ntfs.go`,`payload.ntfs_observation.stream_inventory.streams[*]`
fi.stream_observation,logical_size,"numeric(20,0)",No,—,`NOT NULL CHECK (logical_size >= 0)`,payload.ntfs_observation.stream_inventory.streams[*].logical_size,records.StreamObservation.LogicalSize,"canonical decimal text → `numeric(20,0)`",Direct JSON,"`records.StreamObservation`, `records.StreamIdentity`",`projectStreamInventory()` — `projector_ntfs.go`,`payload.ntfs_observation.stream_inventory.streams[*]`
fi.stream_observation,allocated_size,"numeric(20,0)",No,—,`NOT NULL CHECK (allocated_size >= 0)`,payload.ntfs_observation.stream_inventory.streams[*].allocated_size,records.StreamObservation.AllocatedSize,"canonical decimal text → `numeric(20,0)`",Direct JSON,"`records.StreamObservation`, `records.StreamIdentity`",`projectStreamInventory()` — `projector_ntfs.go`,`payload.ntfs_observation.stream_inventory.streams[*]`
fi.security_observation,source_record_id,bigint,No,"PK, FK → fi.file_observation.source_record_id",`—`,—,sourceRecordID,Derived by Go / relational lookup,Derived,"`records.SecurityObservation`, `records.ACLObservation`",`projectSecurityObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.security`
fi.security_observation,state,text,No,—,`NOT NULL`,payload.ntfs_observation.security.state,records.SecurityObservation.State,enum → text,Direct JSON,"`records.SecurityObservation`, `records.ACLObservation`",`projectSecurityObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.security`
fi.security_observation,data_format,text,No,—,`NOT NULL`,payload.ntfs_observation.security.data_format,records.SecurityObservation.DataFormat,enum → text,Direct JSON,"`records.SecurityObservation`, `records.ACLObservation`",`projectSecurityObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.security`
fi.security_observation,raw_descriptor,bytea,Yes,—,`—`,payload.ntfs_observation.security.raw_descriptor_base64url,records.SecurityObservation.RawDescriptorBase64URL,base64url → `bytea`,Direct JSON,"`records.SecurityObservation`, `records.ACLObservation`",`projectSecurityObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.security`
fi.security_observation,revision,smallint,Yes,—,`—`,payload.ntfs_observation.security.revision,records.SecurityObservation.Revision,optional numeric text → uint8,Direct JSON,"`records.SecurityObservation`, `records.ACLObservation`",`projectSecurityObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.security`
fi.security_observation,control,integer,Yes,—,`—`,payload.ntfs_observation.security.control,records.SecurityObservation.Control,optional numeric text → uint16,Direct JSON,"`records.SecurityObservation`, `records.ACLObservation`",`projectSecurityObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.security`
fi.security_observation,owner_sid,text,Yes,—,`—`,payload.ntfs_observation.security.owner_sid,records.SecurityObservation.OwnerSID,empty → NULL,Direct JSON,"`records.SecurityObservation`, `records.ACLObservation`",`projectSecurityObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.security`
fi.security_observation,primary_group_sid,text,Yes,—,`—`,payload.ntfs_observation.security.primary_group_sid,records.SecurityObservation.PrimaryGroupSID,empty → NULL,Direct JSON,"`records.SecurityObservation`, `records.ACLObservation`",`projectSecurityObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.security`
fi.security_observation,acl_state,text,Yes,—,`—`,payload.ntfs_observation.security.dacl.state,records.SecurityObservation.DACL.State,enum → text,Direct JSON,"`records.SecurityObservation`, `records.ACLObservation`",`projectSecurityObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.security`
fi.security_observation,acl_revision,smallint,Yes,—,`—`,payload.ntfs_observation.security.dacl.revision,records.SecurityObservation.DACL.Revision,optional numeric text → uint8,Direct JSON,"`records.SecurityObservation`, `records.ACLObservation`",`projectSecurityObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.security`
fi.security_observation,acl_size,integer,Yes,—,`—`,payload.ntfs_observation.security.dacl.size,records.SecurityObservation.DACL.Size,optional numeric text → uint32,Direct JSON,"`records.SecurityObservation`, `records.ACLObservation`",`projectSecurityObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.security`
fi.security_observation,reason_code,text,Yes,—,`—`,payload.ntfs_observation.security.reason_code,records.SecurityObservation.ReasonCode,empty → NULL,Direct JSON,"`records.SecurityObservation`, `records.ACLObservation`",`projectSecurityObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.security`
